customer_id,customer_name,contact_person,email,phone,city,region,customer_type
99,Pandit-Baral,Bhavika Shan,rehaan29@example.org,910036144704,Katihar,East,Retailer
100,"Rajan, Nagi and Rajan",Isaiah Sarin,ssubramanian@example.com,398400336,Hubli–Dharwad,North,Distributor
101,"Singh, Choudhry and Sampath",Ati Butala,oni06@example.com,919749701450,Hazaribagh,Central,Retailer
102,Kanda-Dara,Anvi Gade,tamanna22@example.com,4958486868,Karimnagar,East,Manufacturer
103,Ray Ltd,Netra Kadakia,ekalingawagle@example.org,913345446710,Burhanpur,South,Retailer
104,Gill and Sons,Jalsa Hayre,warriornandini@example.net,910622727345,Ahmednagar,North,Retailer
105,"Sachdev, Bala and Chana",Janani Kade,wboase@example.org,476257624,Rajkot,East,Retailer
106,Dhar LLC,Nimrat Aurora,jram@example.com,918636068268,Silchar,South,Retailer
107,Bhavsar-Prashad,Gautami Bajwa,cmunshi@example.org,4806138921,Guntur,North,Retailer
108,Chowdhury-Sastry,Zansi Rama,jeetsachdev@example.net,6596521608,Chapra,West,Direct
109,"Palan, Parmer and Mahal",Siddharth Bhattacharyya,wagleudyati@example.net,2045176119,Buxar,Central,Direct
110,Borah-Kakar,Devansh Nair,ravalgaurang@example.com,9825029440,Bhiwani,Central,Manufacturer
111,Rana and Sons,Raksha Kalla,choudhuryijaya@example.org,7473099485,Tiruchirappalli,East,Retailer
112,"Viswanathan, Sibal and Saraf",Chatresh Kulkarni,dateucchal@example.com,3912266661,Ambarnath,West,Distributor
113,Das LLC,Zarna Raman,idhar@example.com,2069668803,Kolkata,West,Direct
114,"Talwar, Mutti and Wali",Nicholas Suri,barmanadvika@example.net,8366417207,Singrauli,East,Manufacturer
115,"Madan, Ganesh and Babu",Xavier Sengupta,sainipushti@example.org,911133460160,Tirunelveli,Central,Distributor
116,Pandya-Chauhan,Daksh Deo,bakhshiratti@example.org,8166197782,Howrah,East,Distributor
117,Sehgal Inc,Hitesh Kuruvilla,guptayashawini@example.org,9428956016,Sirsa,East,Direct
118,Vyas and Sons,Charita Bir,fariq20@example.net,915587139128,Nangloi Jat,West,Distributor
119,"Shetty, Datta and Kamdar",Eta Joshi,joshuakapoor@example.com,913321293562,Karawal Nagar,North,Manufacturer
120,Panchal LLC,Oni Master,divanaarini@example.org,36530973,Siwan,East,Distributor
121,Kar and Sons,Jonathan Bala,qushi42@example.com,3304014796,Sikar,North,Direct
122,"Saha, Parikh and Kota",Daniel Puri,dkibe@example.com,914742074326,Sri Ganganagar,West,Distributor
123,Agarwal-Sen,Xavier De,vedika79@example.net,914791907068,Korba,West,Retailer
124,Nagi-Kar,Farhan Agate,dev97@example.net,1076214130,Farrukhabad,East,Direct
125,Sampath PLC,Tanay Chahal,jayaramansai@example.com,917529915183,Kamarhati,Central,Retailer
126,Kala-Bandi,Advik Ray,iprakash@example.net,9634243074,Kharagpur,North,Direct
127,"Bhardwaj, Mane and Sinha",Yachana Dalal,aryadeep@example.org,8863752713,Morbi,North,Manufacturer
128,Patil Ltd,Karan Dani,karnikradha@example.net,742319572,Ahmednagar,North,Retailer
129,Gour Inc,Ati Pradhan,hayretanish@example.net,4704869842,Malegaon,North,Retailer
130,Chander-Basu,Girish Thakur,rachita35@example.com,914078117795,Ujjain,West,Direct
131,Talwar and Sons,Dominic Balasubramanian,wsinha@example.net,1510467477,Jammu,Central,Retailer
132,"Vig, Pant and Guha",Yashawini Kurian,sandalavi@example.com,1164787057,Jaunpur,East,Manufacturer
133,Zachariah Ltd,Raghav Maharaj,saanvi52@example.net,5343727854,Bikaner,East,Direct
134,"Banerjee, Sarraf and Acharya",Wyatt Gour,aditya55@example.net,5345569438,Burhanpur,West,Manufacturer
135,Chander-Uppal,Akshay Misra,damyanti51@example.com,3978406429,Mau,Central,Distributor
136,Ramanathan Ltd,Ronith Badal,bathmaanas@example.org,917651036521,Ballia,East,Distributor
137,"Pillay, Taneja and Nazareth",Onveer Raval,sachdevaadya@example.com,919146907075,Sirsa,East,Distributor
138,"Amble, Oak and Pau",Vivaan Nagar,owenbera@example.org,5782978865,Bhagalpur,Central,Direct
139,Ray-Arora,Ayaan Datta,vjaggi@example.com,918792273602,Rajahmundry,East,Manufacturer
140,Muni-Parsa,Anita Bora,tripathicharvi@example.net,9173112308,Ongole,Central,Retailer
141,Desai-Dutt,Raghav Loke,qasimtripathi@example.net,7350902845,Guntur,East,Distributor
142,Loyal-Korpal,Sai Pandit,zmand@example.net,7741690001,Karnal,Central,Retailer
143,Sarkar Ltd,Yoshita Sodhi,david75@example.net,9691762047,Karaikudi,East,Manufacturer
144,"Nazareth, Oza and Sunder",Aahana Rau,tailorrehaan@example.org,3295513531,Guna,West,Retailer
145,"Rajagopal, Shankar and Batra",Unnati Bala,vamakshiagarwal@example.org,9955880940,Hindupur,Central,Distributor
146,Chad Group,Aarnav Keer,danne@example.net,1885325213,Nellore,East,Direct
147,Merchant-Borah,Urvi Pillay,tristan94@example.org,912062833885,Raebareli,East,Retailer
148,Basu-Varkey,Nitara Raman,pinglenetra@example.net,9224081735,Anantapur,Central,Distributor
149,"Raval, Sengupta and Sinha",Eta Sibal,vermavihaan@example.com,3714640752,Rajpur Sonarpur,West,Manufacturer
150,Prakash-Wagle,Yashasvi Vora,ayushchad@example.net,4488119091,Thrissur,North,Manufacturer
151,Sarraf Group,Hemang Mistry,harichaaya@example.com,910809944319,Mathura,East,Retailer
152,"Guha, Ramaswamy and Khalsa",Qasim Iyengar,tanay51@example.org,8681245148,Kakinada,South,Manufacturer
153,Golla-Shroff,Upma Kota,mkar@example.net,3498693301,Udupi,West,Retailer
154,"Basu, Desai and Sehgal",Aachal Kapadia,azaansaran@example.com,7834632480,Latur,South,Retailer
155,Oommen-Mammen,Balendra Saini,dugaraarna@example.org,1114458201,Loni,South,Distributor
156,Suri-Lall,Kala Rajagopalan,raksha39@example.com,7006772938,Saharanpur,East,Distributor
157,"Ahluwalia, Kunda and Jhaveri",Avni Reddy,gangaratta@example.net,1394972777,Bhagalpur,Central,Distributor
158,Mahajan PLC,Warhi Kumer,dominickumar@example.net,2071965297,Kollam,East,Retailer
159,Saini and Sons,Yashvi Raja,suhanikoshy@example.net,7866224093,New Delhi,Central,Direct
160,Bawa-Setty,Ekbal Patel,cbarman@example.net,7832607111,Bettiah,South,Retailer
161,"Barad, Hans and Bajaj",Madhavi Chatterjee,xparekh@example.net,910289870952,Ratlam,South,Retailer
162,"Parmer, Das and Prashad",Dhriti Madan,cpant@example.net,5769760336,Dhule,West,Distributor
163,Babu Ltd,Patrick Prakash,ndara@example.net,8902188513,Vijayanagaram,West,Manufacturer
164,"Murthy, Bhat and Maharaj",Jonathan Wadhwa,bhataashi@example.net,5189013051,Phusro,South,Direct
165,Konda PLC,Eshana Narang,bswaminathan@example.com,97171814,Shimla,Central,Manufacturer
166,Dani-Natarajan,Niharika Rao,aahanatara@example.com,4285408761,Mathura,West,Retailer
167,"Sarraf, Balan and Parmer",Rayaan Vasa,dugarsneha@example.net,7854343197,Ulhasnagar,Central,Retailer
168,Dixit-Lala,Oliver Iyengar,jaggineelima@example.net,5770424595,Adoni,East,Direct
169,"Shankar, Acharya and Joshi",Lakshit Dyal,kibegavin@example.net,912539309371,Avadi,South,Manufacturer
170,Ramachandran PLC,Anya Choudhry,rajagopaldaksha@example.org,860308302,Kanpur,Central,Direct
171,Tank-More,Chatresh Butala,logan62@example.net,911066629338,Ahmednagar,West,Manufacturer
172,"Gala, Parikh and Singh",Tarak Parmar,mandjack@example.org,916712919584,Bidar,West,Direct
173,Parikh-Dada,Umang Wali,ekhurana@example.org,3333553328,Durg,South,Retailer
174,Chana and Sons,Isha Kumar,lbhalla@example.org,910980221679,Sagar,Central,Retailer
175,Bhavsar-Talwar,Abha Ray,thalder@example.net,5905420615,Ratlam,East,Distributor
176,"Pathak, Solanki and Hora",Hemangini Varkey,anirudhmane@example.com,913096643253,Proddatur,West,Manufacturer
177,"Bala, Tank and Chaudhary",Maanav Dora,dsingh@example.org,9201071662,Kota,Central,Distributor
178,"Dixit, Shere and Dayal",Vansha Shroff,ryanlanka@example.net,907116184,Danapur,Central,Distributor
179,Choudhury LLC,Vritti Hans,harrisonkala@example.org,3063490175,Ghaziabad,East,Distributor
180,Krishna-Goda,Tanveer Kumer,isha95@example.net,910724255554,Sambhal,South,Manufacturer
181,"Baral, Pandey and Bhatt",Bhanumati Sant,nachiketkonda@example.com,912383182710,Berhampur,West,Retailer
182,Iyengar-Gole,Oeshi Ratta,wtara@example.com,1080671438,Kanpur,West,Distributor
183,Divan-Peri,Bhavini Lanka,vohraurvi@example.org,912152983570,Jehanabad,South,Direct
184,Patel-Vala,Aahana Aggarwal,sibalabeer@example.com,3718334052,Medininagar,East,Distributor
185,Sant-Modi,Zashil Prakash,gulatisai@example.org,712227671,Guna,West,Distributor
186,"Munshi, Desai and Raja",Xavier Sehgal,seshadriwarhi@example.com,1637952466,Sangli-Miraj & Kupwad,West,Manufacturer
187,Bala-Bassi,Chandani Arora,sarmatarak@example.net,5209890948,Kulti,South,Direct
188,Manne-Nair,Eesha Mannan,akshaybawa@example.org,6575181978,Noida,North,Manufacturer
189,"Mander, Sankaran and Lalla",Yadavi Ganesan,patlabhavani@example.com,917758357545,Hospet,South,Distributor
190,Cheema-Karpe,Damini Sankaran,mammentara@example.com,2979684813,Shimoga,East,Distributor
191,"Pandey, Naidu and Chaudhuri",Vrishti Hari,tanvidevan@example.net,7771671393,Barasat,East,Retailer
192,"Krishnamurthy, Wali and Bera",Qarin Swamy,zrajagopalan@example.com,919207752667,Mau,South,Distributor
193,Dey-Shankar,Oscar Dhar,purohitorinder@example.org,1436921071,Alappuzha,East,Direct
194,"Ratti, Master and Sharaf",Umang Raman,ghosefalan@example.org,7399326990,Orai,South,Direct
195,Tandon-Walia,Indali Rattan,swamynathaniel@example.net,918611393284,Thane,West,Distributor
196,Kala and Sons,Arunima Rao,vivaan64@example.com,911042562247,Gurgaon,North,Distributor
197,Ray PLC,Bhavya Swaminathan,jagdish97@example.org,919665626943,Kakinada,East,Retailer
198,Lad-Borah,Charan Sidhu,dayamai83@example.net,6313100029,Tadipatri,South,Direct
199,"Ratta, Borde and Thakur",Hitesh Bajaj,rajeshri65@example.org,916213024731,Raebareli,North,Manufacturer
200,Kibe-Joshi,Ladli Saha,agastyachoudhury@example.net,828493009,Anantapur,South,Manufacturer
201,Rajagopal Inc,Odika Saxena,samarth12@example.com,915298729306,Bihar Sharif,North,Distributor
202,Chowdhury PLC,Ekta Jain,bakshivyanjana@example.org,916137852686,Vijayanagaram,South,Direct
203,Muni Ltd,Neha Iyengar,adyabaria@example.net,1156651051,Ludhiana,Central,Direct
204,Ganesan and Sons,Yashawini Mann,gbath@example.com,4762260558,Latur,North,Distributor
205,Badami Group,Kashvi Chander,rchoudhry@example.com,9861484681,Aurangabad,West,Distributor
206,"Jaggi, Andra and Lall",Chakradhar Parikh,bansallogan@example.org,914339703129,Tadepalligudem,Central,Retailer
207,Gara Inc,Manthan Narayan,divyapau@example.org,919535387112,Dhule,South,Manufacturer
208,"Bahl, Chaudhry and Subramanian",Ucchal Goswami,brahmbhattmanbir@example.com,2444386576,Muzaffarnagar,West,Distributor
209,"Ganguly, Murthy and Saran",Samarth Baria,vasatika47@example.com,911889442622,Darbhanga,Central,Manufacturer
210,Guha Group,Bhanumati Hegde,adyayogi@example.org,2768956024,Tadipatri,South,Direct
211,Kuruvilla Group,Alka Loyal,mohankashish@example.org,7238555580,Thanjavur,South,Distributor
212,Rajagopalan Group,Abdul Sachdev,edave@example.org,210179133,Ozhukarai,Central,Manufacturer
213,Chadha PLC,Anjali Memon,yde@example.com,8667988759,Coimbatore,North,Distributor
214,Reddy-Chacko,Vedhika Ahuja,zmani@example.org,918864975586,Raipur,West,Direct
215,Aurora LLC,Jackson Buch,darabhavani@example.com,1865552450,Proddatur,North,Direct
216,Cherian-Chander,Anirudh Gandhi,oeshi00@example.com,8813974576,Morena,East,Manufacturer
217,Bassi Ltd,Leena Ram,balveer63@example.com,911199118074,Ghaziabad,North,Manufacturer
218,"Gola, Mittal and Kunda",Parth Samra,kaiprabhakar@example.net,798037364,Navi Mumbai,North,Manufacturer
219,Sharaf-Oak,Falan Jhaveri,krishnahanda@example.org,3931758037,Kulti,South,Distributor
220,Borde-Keer,Chaman Kapur,vedhikaprasad@example.com,914602787089,Rajahmundry,Central,Manufacturer
221,Morar-Oommen,Jatin Sarna,kritika39@example.com,323657390,Raichur,South,Distributor
222,Balan LLC,Unni Chakrabarti,bhavsargavin@example.net,1190363789,Karaikudi,East,Manufacturer
223,"Borde, Sharma and Karnik",Daksha Kata,lajita92@example.org,354811427,Agra,South,Direct
224,Borde-Mammen,Yauvani Bandi,victorbail@example.com,6674238759,Rohtak,West,Retailer
225,"Kannan, Bhavsar and Raman",Eshana Bawa,yashicabhavsar@example.com,915077602264,Coimbatore,South,Distributor
226,Shan PLC,Neelima Ben,vasudha63@example.net,9808807663,Patna,West,Distributor
227,Andra-Tak,Geetika Varghese,imaran21@example.com,6135887352,Meerut,East,Retailer
228,Muni-Nadkarni,Ladli Char,theodorerai@example.com,2685031721,Belgaum,North,Retailer
229,"Wagle, Sethi and Wali",Qadim Brar,gauri31@example.org,5764824785,Mirzapur,North,Manufacturer
230,Wable-Vig,Zaitra Varughese,mitrarushil@example.org,4058341203,Bhopal,East,Direct
231,Wali-Keer,Nandini Atwal,esinghal@example.org,913808664784,Ozhukarai,Central,Direct
232,"Radhakrishnan, Ranganathan and Sampath",Ekansh Keer,netrachaudhuri@example.com,367485079,Khandwa,East,Distributor
233,Merchant LLC,Neel Sood,desaiyoshita@example.org,6792575194,Jodhpur,South,Manufacturer
234,Thaman-Venkatesh,Umang Pingle,kavyaramanathan@example.net,919863928260,Mau,East,Distributor
235,Thakkar-Din,Ranbir Srinivasan,umangrege@example.com,8020541646,Kottayam,East,Manufacturer
236,"Thaker, Kade and Wali",Vincent Ramachandran,vihaanpau@example.net,2908936466,Loni,North,Manufacturer
237,"Pall, Luthra and Kalita",Barkha Shetty,barkhasoni@example.net,912771368235,Nizamabad,West,Direct
238,"Nanda, Kapur and Gulati",Devansh Dugal,gopalbaghyawati@example.com,105436391,Kollam,West,Direct
239,Baria PLC,Unni Anne,yashodhara57@example.org,2787843686,Kottayam,East,Retailer
240,Rajagopalan-Madan,Chameli Bail,reddychanchal@example.org,6631579317,Shimoga,West,Direct
241,"Ganguly, Ramesh and Johal",Nathaniel Bala,ramaswamyraksha@example.org,7393521547,Amravati,East,Manufacturer
242,Palla-Gera,Warjas Biswas,hbarad@example.org,918297783,Chandigarh,North,Direct
243,Jayaraman LLC,Tanish Karnik,rishigarde@example.net,911297429026,Jamalpur,North,Direct
244,"Datta, Sahni and Gulati",Sudiksha Srinivasan,nagiodika@example.net,6482882164,Aizawl,Central,Retailer
245,"Agarwal, Karnik and Toor",Eshana Wali,ekarajgola@example.com,7559563914,Bhimavaram,Central,Manufacturer
246,Venkataraman-Goda,Gaurav Chandran,gauravsharaf@example.org,913240710210,Agra,East,Distributor
247,Choudhury Inc,Vritti Randhawa,parmaradya@example.com,2500044678,Tiruchirappalli,North,Manufacturer
248,Thakur-Gupta,Anya Pandya,lnigam@example.net,6166032586,Narasaraopet,East,Manufacturer
249,Jani-Soni,Indrajit Bahl,nidhi91@example.com,919088949783,Bhiwani,West,Direct
250,Patla-Mistry,Yashvi Natt,ladsarthak@example.org,911593006558,Kalyan-Dombivli,South,Direct
251,Kumar-Bhagat,Falak Ahluwalia,upkaardoshi@example.net,9323395711,Pimpri-Chinchwad,East,Direct
252,Walia-Borde,Ekavir Seshadri,guneet91@example.net,914619793425,Tumkur,North,Manufacturer
253,"Palla, Dyal and Mane",Warinder Bobal,sankaranvrinda@example.org,914087598912,Durgapur,Central,Direct
254,Prakash PLC,Abhiram Oza,fkarnik@example.net,4443554245,Sambalpur,East,Distributor
255,Bhattacharyya Ltd,Ekansh Dara,sachi76@example.net,7486465475,Gaya,North,Direct
256,Prasad-Bal,Vedika Modi,eshanapall@example.org,915241166023,Madhyamgram,East,Retailer
257,Mittal Inc,Sanya Murthy,aditya57@example.com,7372052722,Orai,North,Retailer
258,"Yogi, Sandal and Loyal",Upkaar Mukherjee,geetika19@example.net,9928624290,Pudukkottai,Central,Direct
259,Sachdeva-Bhatti,Brinda Doshi,subramaniamoni@example.com,912107236611,Durg,North,Retailer
260,Kibe LLC,Watika Natt,yoshitabatra@example.net,2092876400,Nangloi Jat,North,Retailer
261,"Karan, Mittal and Krishna",Jason Puri,zaitra19@example.com,5763116892,Khammam,East,Manufacturer
262,"Gade, Kalita and Modi",Raghav Chandra,agateradha@example.com,1405252086,Haridwar,West,Distributor
263,Anne-Sengupta,Ishita Manda,theodore34@example.net,917962054201,Ongole,Central,Retailer
264,Tak Group,Jeevika Suresh,nakul99@example.org,919246232886,Nadiad,West,Manufacturer
265,Deol-Bassi,Brijesh Upadhyay,eiravatisekhon@example.org,2133137774,Belgaum,East,Direct
266,Narayan Ltd,Hemangini Anand,rohanissac@example.net,5323941027,Madhyamgram,North,Retailer
267,Aurora-Khurana,Priya Gupta,calebuppal@example.org,1790750921,Tiruchirappalli,Central,Manufacturer
268,Naik-Chacko,Anay Chaudhry,libni77@example.com,917168026070,Vasai-Virar,West,Manufacturer
269,Venkatesh Group,Sneha Dhar,krishna63@example.org,7631253348,Kirari Suleman Nagar,East,Retailer
270,Vora-Natarajan,Reva Kapoor,avikothari@example.org,2411170017,Jalgaon,North,Distributor
271,Om Ltd,Adweta Raval,urastogi@example.com,917838230828,Sangli-Miraj & Kupwad,South,Direct
272,"Bahl, Badami and Grewal",Sai Sachdev,periubika@example.org,283608290,Gurgaon,Central,Direct
273,Vaidya-Gola,Aradhana Vasa,udutt@example.net,5110463904,Thiruvananthapuram,Central,Distributor
